,,,,,,,,,,
,"=IFERROR(INDEX(insumos[ID], MATCH(Tabela14[[#This Row],[Item]], insumos[item], 0)), """")",,,,,,"=IFERROR(ROUNDUP(Tabela14[[#This Row],[Pedido Mínimo]], Tabela14[[#This Row],[Arredondar]]), """")",,"=IFERROR(Tabela14[[#This Row],[Pedido Mínimo]] * Tabela14[[#This Row],[Preço]], """")","=IFERROR(Tabela14[[#This Row],[Pedido]] * Tabela14[[#This Row],[Preço]], """")"
,"=IFERROR(INDEX(insumos[ID], MATCH(Tabela14[[#This Row],[Item]], insumos[item], 0)), """")",,,,,,"=IFERROR(ROUNDUP(Tabela14[[#This Row],[Pedido Mínimo]], Tabela14[[#This Row],[Arredondar]]), """")",,"=IFERROR(Tabela14[[#This Row],[Pedido Mínimo]] * Tabela14[[#This Row],[Preço]], """")","=IFERROR(Tabela14[[#This Row],[Pedido]] * Tabela14[[#This Row],[Preço]], """")"
,"=IFERROR(INDEX(insumos[ID], MATCH(Tabela14[[#This Row],[Item]], insumos[item], 0)), """")",,,,,,"=IFERROR(ROUNDUP(Tabela14[[#This Row],[Pedido Mínimo]], Tabela14[[#This Row],[Arredondar]]), """")",,"=IFERROR(Tabela14[[#This Row],[Pedido Mínimo]] * Tabela14[[#This Row],[Preço]], """")","=IFERROR(Tabela14[[#This Row],[Pedido]] * Tabela14[[#This Row],[Preço]], """")"
,"=IFERROR(INDEX(insumos[ID], MATCH(Tabela14[[#This Row],[Item]], insumos[item], 0)), """")",,,,,,"=IFERROR(ROUNDUP(Tabela14[[#This Row],[Pedido Mínimo]], Tabela14[[#This Row],[Arredondar]]), """")",,"=IFERROR(Tabela14[[#This Row],[Pedido Mínimo]] * Tabela14[[#This Row],[Preço]], """")","=IFERROR(Tabela14[[#This Row],[Pedido]] * Tabela14[[#This Row],[Preço]], """")"
,"=IFERROR(INDEX(insumos[ID], MATCH(Tabela14[[#This Row],[Item]], insumos[item], 0)), """")",,,,,,"=IFERROR(ROUNDUP(Tabela14[[#This Row],[Pedido Mínimo]], Tabela14[[#This Row],[Arredondar]]), """")",,"=IFERROR(Tabela14[[#This Row],[Pedido Mínimo]] * Tabela14[[#This Row],[Preço]], """")","=IFERROR(Tabela14[[#This Row],[Pedido]] * Tabela14[[#This Row],[Preço]], """")"
,"=IFERROR(INDEX(insumos[ID], MATCH(Tabela14[[#This Row],[Item]], insumos[item], 0)), """")",,,,,,"=IFERROR(ROUNDUP(Tabela14[[#This Row],[Pedido Mínimo]], Tabela14[[#This Row],[Arredondar]]), """")",,"=IFERROR(Tabela14[[#This Row],[Pedido Mínimo]] * Tabela14[[#This Row],[Preço]], """")","=IFERROR(Tabela14[[#This Row],[Pedido]] * Tabela14[[#This Row],[Preço]], """")"
,"=IFERROR(INDEX(insumos[ID], MATCH(Tabela14[[#This Row],[Item]], insumos[item], 0)), """")",,,,,,"=IFERROR(ROUNDUP(Tabela14[[#This Row],[Pedido Mínimo]], Tabela14[[#This Row],[Arredondar]]), """")",,"=IFERROR(Tabela14[[#This Row],[Pedido Mínimo]] * Tabela14[[#This Row],[Preço]], """")","=IFERROR(Tabela14[[#This Row],[Pedido]] * Tabela14[[#This Row],[Preço]], """")"
,"=IFERROR(INDEX(insumos[ID], MATCH(Tabela14[[#This Row],[Item]], insumos[item], 0)), """")",,,,,,"=IFERROR(ROUNDUP(Tabela14[[#This Row],[Pedido Mínimo]], Tabela14[[#This Row],[Arredondar]]), """")",,"=IFERROR(Tabela14[[#This Row],[Pedido Mínimo]] * Tabela14[[#This Row],[Preço]], """")","=IFERROR(Tabela14[[#This Row],[Pedido]] * Tabela14[[#This Row],[Preço]], """")"
,"=IFERROR(INDEX(insumos[ID], MATCH(Tabela14[[#This Row],[Item]], insumos[item], 0)), """")",,,,,,"=IFERROR(ROUNDUP(Tabela14[[#This Row],[Pedido Mínimo]], Tabela14[[#This Row],[Arredondar]]), """")",,"=IFERROR(Tabela14[[#This Row],[Pedido Mínimo]] * Tabela14[[#This Row],[Preço]], """")","=IFERROR(Tabela14[[#This Row],[Pedido]] * Tabela14[[#This Row],[Preço]], """")"
,"=IFERROR(INDEX(insumos[ID], MATCH(Tabela14[[#This Row],[Item]], insumos[item], 0)), """")",,,,,,"=IFERROR(ROUNDUP(Tabela14[[#This Row],[Pedido Mínimo]], Tabela14[[#This Row],[Arredondar]]), """")",,"=IFERROR(Tabela14[[#This Row],[Pedido Mínimo]] * Tabela14[[#This Row],[Preço]], """")","=IFERROR(Tabela14[[#This Row],[Pedido]] * Tabela14[[#This Row],[Preço]], """")"
,"=IFERROR(INDEX(insumos[ID], MATCH(Tabela14[[#This Row],[Item]], insumos[item], 0)), """")",,,,,,"=IFERROR(ROUNDUP(Tabela14[[#This Row],[Pedido Mínimo]], Tabela14[[#This Row],[Arredondar]]), """")",,"=IFERROR(Tabela14[[#This Row],[Pedido Mínimo]] * Tabela14[[#This Row],[Preço]], """")","=IFERROR(Tabela14[[#This Row],[Pedido]] * Tabela14[[#This Row],[Preço]], """")"
,"=IFERROR(INDEX(insumos[ID], MATCH(Tabela14[[#This Row],[Item]], insumos[item], 0)), """")",,,,,,"=IFERROR(ROUNDUP(Tabela14[[#This Row],[Pedido Mínimo]], Tabela14[[#This Row],[Arredondar]]), """")",,"=IFERROR(Tabela14[[#This Row],[Pedido Mínimo]] * Tabela14[[#This Row],[Preço]], """")","=IFERROR(Tabela14[[#This Row],[Pedido]] * Tabela14[[#This Row],[Preço]], """")"
,"=IFERROR(INDEX(insumos[ID], MATCH(Tabela14[[#This Row],[Item]], insumos[item], 0)), """")",,,,,,"=IFERROR(ROUNDUP(Tabela14[[#This Row],[Pedido Mínimo]], Tabela14[[#This Row],[Arredondar]]), """")",,"=IFERROR(Tabela14[[#This Row],[Pedido Mínimo]] * Tabela14[[#This Row],[Preço]], """")","=IFERROR(Tabela14[[#This Row],[Pedido]] * Tabela14[[#This Row],[Preço]], """")"
,"=IFERROR(INDEX(insumos[ID], MATCH(Tabela14[[#This Row],[Item]], insumos[item], 0)), """")",,,,,,"=IFERROR(ROUNDUP(Tabela14[[#This Row],[Pedido Mínimo]], Tabela14[[#This Row],[Arredondar]]), """")",,"=IFERROR(Tabela14[[#This Row],[Pedido Mínimo]] * Tabela14[[#This Row],[Preço]], """")","=IFERROR(Tabela14[[#This Row],[Pedido]] * Tabela14[[#This Row],[Preço]], """")"
,"=IFERROR(INDEX(insumos[ID], MATCH(Tabela14[[#This Row],[Item]], insumos[item], 0)), """")",,,,,,"=IFERROR(ROUNDUP(Tabela14[[#This Row],[Pedido Mínimo]], Tabela14[[#This Row],[Arredondar]]), """")",,"=IFERROR(Tabela14[[#This Row],[Pedido Mínimo]] * Tabela14[[#This Row],[Preço]], """")","=IFERROR(Tabela14[[#This Row],[Pedido]] * Tabela14[[#This Row],[Preço]], """")"
,"=IFERROR(INDEX(insumos[ID], MATCH(Tabela14[[#This Row],[Item]], insumos[item], 0)), """")",,,,,,"=IFERROR(ROUNDUP(Tabela14[[#This Row],[Pedido Mínimo]], Tabela14[[#This Row],[Arredondar]]), """")",,"=IFERROR(Tabela14[[#This Row],[Pedido Mínimo]] * Tabela14[[#This Row],[Preço]], """")","=IFERROR(Tabela14[[#This Row],[Pedido]] * Tabela14[[#This Row],[Preço]], """")"
,"=IFERROR(INDEX(insumos[ID], MATCH(Tabela14[[#This Row],[Item]], insumos[item], 0)), """")",,,,,,"=IFERROR(ROUNDUP(Tabela14[[#This Row],[Pedido Mínimo]], Tabela14[[#This Row],[Arredondar]]), """")",,"=IFERROR(Tabela14[[#This Row],[Pedido Mínimo]] * Tabela14[[#This Row],[Preço]], """")","=IFERROR(Tabela14[[#This Row],[Pedido]] * Tabela14[[#This Row],[Preço]], """")"
,"=IFERROR(INDEX(insumos[ID], MATCH(Tabela14[[#This Row],[Item]], insumos[item], 0)), """")",,,,,,"=IFERROR(ROUNDUP(Tabela14[[#This Row],[Pedido Mínimo]], Tabela14[[#This Row],[Arredondar]]), """")",,"=IFERROR(Tabela14[[#This Row],[Pedido Mínimo]] * Tabela14[[#This Row],[Preço]], """")","=IFERROR(Tabela14[[#This Row],[Pedido]] * Tabela14[[#This Row],[Preço]], """")"
,"=IFERROR(INDEX(insumos[ID], MATCH(Tabela14[[#This Row],[Item]], insumos[item], 0)), """")",,,,,,"=IFERROR(ROUNDUP(Tabela14[[#This Row],[Pedido Mínimo]], Tabela14[[#This Row],[Arredondar]]), """")",,"=IFERROR(Tabela14[[#This Row],[Pedido Mínimo]] * Tabela14[[#This Row],[Preço]], """")","=IFERROR(Tabela14[[#This Row],[Pedido]] * Tabela14[[#This Row],[Preço]], """")"
,"=IFERROR(INDEX(insumos[ID], MATCH(Tabela14[[#This Row],[Item]], insumos[item], 0)), """")",,,,,,"=IFERROR(ROUNDUP(Tabela14[[#This Row],[Pedido Mínimo]], Tabela14[[#This Row],[Arredondar]]), """")",,"=IFERROR(Tabela14[[#This Row],[Pedido Mínimo]] * Tabela14[[#This Row],[Preço]], """")","=IFERROR(Tabela14[[#This Row],[Pedido]] * Tabela14[[#This Row],[Preço]], """")"
,"=IFERROR(INDEX(insumos[ID], MATCH(Tabela14[[#This Row],[Item]], insumos[item], 0)), """")",,,,,,"=IFERROR(ROUNDUP(Tabela14[[#This Row],[Pedido Mínimo]], Tabela14[[#This Row],[Arredondar]]), """")",,"=IFERROR(Tabela14[[#This Row],[Pedido Mínimo]] * Tabela14[[#This Row],[Preço]], """")","=IFERROR(Tabela14[[#This Row],[Pedido]] * Tabela14[[#This Row],[Preço]], """")"
,"=IFERROR(INDEX(insumos[ID], MATCH(Tabela14[[#This Row],[Item]], insumos[item], 0)), """")",,,,,,"=IFERROR(ROUNDUP(Tabela14[[#This Row],[Pedido Mínimo]], Tabela14[[#This Row],[Arredondar]]), """")",,"=IFERROR(Tabela14[[#This Row],[Pedido Mínimo]] * Tabela14[[#This Row],[Preço]], """")","=IFERROR(Tabela14[[#This Row],[Pedido]] * Tabela14[[#This Row],[Preço]], """")"
,"=IFERROR(INDEX(insumos[ID], MATCH(Tabela14[[#This Row],[Item]], insumos[item], 0)), """")",,,,,,"=IFERROR(ROUNDUP(Tabela14[[#This Row],[Pedido Mínimo]], Tabela14[[#This Row],[Arredondar]]), """")",,"=IFERROR(Tabela14[[#This Row],[Pedido Mínimo]] * Tabela14[[#This Row],[Preço]], """")","=IFERROR(Tabela14[[#This Row],[Pedido]] * Tabela14[[#This Row],[Preço]], """")"
,"=IFERROR(INDEX(insumos[ID], MATCH(Tabela14[[#This Row],[Item]], insumos[item], 0)), """")",,,,,,"=IFERROR(ROUNDUP(Tabela14[[#This Row],[Pedido Mínimo]], Tabela14[[#This Row],[Arredondar]]), """")",,"=IFERROR(Tabela14[[#This Row],[Pedido Mínimo]] * Tabela14[[#This Row],[Preço]], """")","=IFERROR(Tabela14[[#This Row],[Pedido]] * Tabela14[[#This Row],[Preço]], """")"
,"=IFERROR(INDEX(insumos[ID], MATCH(Tabela14[[#This Row],[Item]], insumos[item], 0)), """")",,,,,,"=IFERROR(ROUNDUP(Tabela14[[#This Row],[Pedido Mínimo]], Tabela14[[#This Row],[Arredondar]]), """")",,"=IFERROR(Tabela14[[#This Row],[Pedido Mínimo]] * Tabela14[[#This Row],[Preço]], """")","=IFERROR(Tabela14[[#This Row],[Pedido]] * Tabela14[[#This Row],[Preço]], """")"
